model,numLoadInsts,numStoreInsts,numInsts,numBranches,intAluAccesses,numOps,ipc,hit,L1Icache,L1Dcache,L2cache,pipelinewidth
2,13984850,94172,53514077,3956611,33040059,51003027,0.193204,3429010,32768,524288,1048576,8
2,13933318,83826,55911865,4476128,35914593,53537811,0.204198,3606156,32768,524288,1048576,8
2,13936584,83845,55950153,4486893,35970890,53569808,0.204521,3608284,32768,524288,1048576,8
2,14081294,83724,56483494,4532105,36306735,54048062,0.207213,3692280,32768,524288,1048576,8
2,13895169,82589,55126522,4323378,35048253,52755723,0.200734,3506408,32768,524288,1048576,8
2,14004477,82718,55273636,4298698,34974037,52871088,0.201087,3574479,32768,524288,1048576,8
2,13996337,83765,56136898,4481413,36010029,53755671,0.204872,3625885,32768,524288,1048576,8
2,13660998,84986,54864118,4379024,35172992,52556483,0.204214,3622666,32768,524288,1048576,8
2,9509499,760250,60912675,5472670,59485676,28189716,0.056161,8591468,32768,524288,1048576,8
2,9510132,747190,61039240,5509803,59641882,28319234,0.05647,8577316,32768,524288,1048576,8
2,9482424,747759,60778726,5459547,59357285,28106178,0.056095,8555778,32768,524288,1048576,8
2,9508069,750346,60932656,5470893,59498358,28162612,0.056216,8572374,32768,524288,1048576,8
2,9576961,888413,61074850,5460424,59447660,28052580,0.055984,8601172,32768,524288,1048576,8
2,9507400,748619,60892776,5471031,59472991,28148487,0.056189,8577168,32768,524288,1048576,8
2,9436530,746871,60515771,5428527,59076249,27996910,0.055886,8511638,32768,524288,1048576,8
2,9475840,748982,60777452,5452910,59344315,28094488,0.056079,8546911,32768,524288,1048576,8
2,44723581,101316,84131842,3943286,54447009,50758704,0.139483,4000912,32768,524288,1048576,8
2,44304507,88798,86492201,4503772,57803988,53704705,0.149597,4218492,32768,524288,1048576,8
2,44501986,88780,86631062,4478557,57763118,53656411,0.149671,4231569,32768,524288,1048576,8
2,44447139,88982,86384640,4444054,57513720,53447340,0.149072,4204153,32768,524288,1048576,8
2,44657974,89119,86889746,4477120,57894468,53813237,0.149202,4230486,32768,524288,1048576,8
2,44632380,89183,86968822,4499616,58031046,53923039,0.149667,4230624,32768,524288,1048576,8
2,44520370,88917,86874978,4514265,58037027,53917594,0.150018,4239657,32768,524288,1048576,8
2,43736408,89558,85122721,4391342,56729059,52722225,0.149057,4157977,32768,524288,1048576,8
2,15300597,3430550,46088711,1182031,10336842,46030472,0.057402,12321316,32768,524288,1048576,8
2,15404497,3424328,46865407,1324389,11003093,46807424,0.058465,12442180,32768,524288,1048576,8
2,15388492,3422175,46772908,1310500,10934386,46714299,0.058346,12391141,32768,524288,1048576,8
2,15376539,3419863,46738696,1309023,10926096,46680882,0.058303,12410515,32768,524288,1048576,8
2,15345904,3419498,46443833,1251352,10635485,46385012,0.05793,12328672,32768,524288,1048576,8
2,15362492,3431757,46230472,1180114,10294180,46174175,0.057662,12247414,32768,524288,1048576,8
2,15338187,3426675,46137566,1172769,10249912,46083496,0.05755,12365261,32768,524288,1048576,8
2,15391947,3438669,46300683,1177177,10288009,46245613,0.057751,12312214,32768,524288,1048576,8
2,48446,29908,329670,36368,341863,294264,0.52958,64402,32768,524288,1048576,8
2,33812,18523,226659,24066,236645,201726,0.535062,42285,32768,524288,1048576,8
2,33241,17987,225679,23680,235228,202113,0.577484,41653,32768,524288,1048576,8
2,133368517,32484469,799647256,104326220,874284671,424104467,0.904169,123500462,32768,524288,1048576,8
2,33118,17907,222720,23410,232450,198827,0.552299,41259,32768,524288,1048576,8
2,33069,17922,222748,23469,232377,198827,0.549201,41365,32768,524288,1048576,8
2,34341,18629,233399,24633,243328,208298,0.543105,42855,32768,524288,1048576,8
2,34041,18604,230031,24390,240041,205012,0.592712,42677,32768,524288,1048576,8
2,2428663,2571533,11883693,374398,3467552,11649731,0.01856,2653148,32768,524288,1048576,8
2,2375731,2595580,12762171,398956,3564211,12561448,0.020614,2666181,32768,524288,1048576,8
2,2397074,2545210,11942184,384269,3463613,11731022,0.018858,2598768,32768,524288,1048576,8
2,2427266,2548284,11538546,366986,3366639,11326213,0.017988,2612187,32768,524288,1048576,8
2,2414794,2532887,11208845,350781,3269754,11010773,0.017362,2599702,32768,524288,1048576,8
2,2385007,2555619,11782181,359457,3330346,11589022,0.018617,2618624,32768,524288,1048576,8
2,2405508,2588196,12183474,367913,3390124,11974830,0.019404,2647285,32768,524288,1048576,8
2,2446204,2541966,11244858,348670,3263466,11020751,0.017373,2594451,32768,524288,1048576,8
2,19582133,1847821,136425851,15142698,151710542,77137264,0.356547,14953285,32768,524288,1048576,8
2,19261095,1834884,136475637,15219611,151672357,77564674,0.380287,15173782,32768,524288,1048576,8
2,18837197,2092289,126689537,13452089,140165168,67213313,0.298343,14401689,32768,524288,1048576,8
2,18961179,1836936,128116906,13748932,142159510,68718039,0.312713,14281338,32768,524288,1048576,8
2,18766394,1946254,124533853,13069566,137893180,64861858,0.293976,14201740,32768,524288,1048576,8
2,19346474,1968886,131740786,14256903,146094768,71744602,0.322639,14603027,32768,524288,1048576,8
2,19574976,1843181,135146611,14896421,150240522,75570078,0.345073,14844212,32768,524288,1048576,8
2,19618449,1842664,135718990,14994373,150889711,76103188,0.347626,14856592,32768,524288,1048576,8
2,12181070,1347916,87705681,10683618,89557157,67428704,0.159119,12591701,32768,524288,1048576,8
2,11985341,1350799,85276405,10276068,87138798,64877360,0.153193,12363417,32768,524288,1048576,8
2,12285144,1335287,88955826,10907317,90809588,68665086,0.161818,12678076,32768,524288,1048576,8
2,12170564,1349242,87373431,10615676,89235527,66940155,0.157902,12547544,32768,524288,1048576,8
2,11058807,1660833,74057737,8307957,75630361,53531276,0.124124,11644412,32768,524288,1048576,8
2,12009597,1353999,85393663,10268670,87262175,64914300,0.153429,12389320,32768,524288,1048576,8
2,12055114,1357155,85720753,10311077,87594411,65147711,0.153979,12438481,32768,524288,1048576,8
2,12234782,1337241,88152998,10748613,90010113,67796661,0.160122,12631597,32768,524288,1048576,8
2,11889334,8673112,56918637,2251144,19354016,56852477,0.088346,16047845,32768,524288,1048576,8
2,11913646,8604105,58012580,2540266,20832748,57950568,0.090156,16070342,32768,524288,1048576,8
2,12036654,8627917,58893297,2631354,21454186,58828813,0.091431,16237953,32768,524288,1048576,8
2,12308146,8867155,57748657,2044838,18341296,57672661,0.089584,16693363,32768,524288,1048576,8
2,12356178,8745332,60449493,2677236,21983538,60374414,0.093699,16609973,32768,524288,1048576,8
2,11864291,8584519,57847216,2536267,20831422,57788655,0.089838,16029622,32768,524288,1048576,8
2,12449146,8736449,61990719,2947545,23650799,61916873,0.096266,16756375,32768,524288,1048576,8
2,12566461,8742863,63116020,3100829,24623186,63045658,0.098018,16817002,32768,524288,1048576,8
2,10622509,520748,60900153,7293663,61664490,46336538,0.215737,9555035,32768,524288,1048576,8
2,11019118,472197,65924945,8184235,66685856,51436843,0.237732,9918671,32768,524288,1048576,8
2,10998373,471138,65693776,8145364,66452097,51248092,0.236939,9897413,32768,524288,1048576,8
2,10789873,470786,63175746,7720761,63934877,48705586,0.226163,9688392,32768,524288,1048576,8
2,10884423,489304,64111390,7854174,64874856,49570925,0.229774,9794086,32768,524288,1048576,8
2,10746912,471301,62396287,7564657,63159643,47827976,0.22261,9639988,32768,524288,1048576,8
2,10959251,471855,65244005,8059813,66004656,50784198,0.235131,9857743,32768,524288,1048576,8
2,10969404,472105,65562435,8126747,66321400,51138780,0.237475,9873551,32768,524288,1048576,8
2,9486897,748510,60740856,5456326,59322377,28086234,0.086063,8563366,32768,524288,1048576,8
2,9489776,739526,60938000,5502905,59551164,28274117,0.08663,8556512,32768,524288,1048576,8
2,9431333,739335,60570317,5455134,59161102,28124079,0.086198,8508746,32768,524288,1048576,8
2,9466455,741895,60681113,5444189,59252930,28037031,0.086015,8533161,32768,524288,1048576,8
2,9570230,881372,61020709,5454499,59399413,28013940,0.085928,8591555,32768,524288,1048576,8
2,9489894,742516,60790010,5456605,59368199,28097122,0.086203,8557715,32768,524288,1048576,8
2,9426234,740873,60443752,5418210,59006661,27949464,0.085753,8498395,32768,524288,1048576,8
2,9465603,741809,60705421,5448939,59279904,28048124,0.086051,8534635,32768,524288,1048576,8
2,21526471,3404702,52111493,1177147,12990328,45638599,0.056751,10721908,32768,524288,1048576,8
2,21032367,3330651,51081652,1163020,12674364,44864012,0.055872,10570790,32768,524288,1048576,8
2,21751553,3435627,52708030,1189323,13038073,46244559,0.057591,10852597,32768,524288,1048576,8
2,22059598,3500381,53599495,1211218,13253267,47107774,0.058663,11096153,32768,524288,1048576,8
2,21420910,3407519,52074736,1169890,12825643,45797642,0.05703,10751523,32768,524288,1048576,8
2,21795561,3461184,52931738,1188028,13037606,46519399,0.05793,10890496,32768,524288,1048576,8
2,21839598,3474039,53081703,1189946,13073321,46683131,0.058134,10976768,32768,524288,1048576,8
2,21530961,3414253,52236756,1170370,12867767,45878370,0.05713,10766813,32768,524288,1048576,8
2,13212856,8672765,59058322,2396708,20422417,57670494,0.096506,14913715,32768,524288,1048576,8
2,13263344,8596846,60735262,2774006,22544908,59367408,0.099267,14949737,32768,524288,1048576,8
2,13274195,8627450,60239394,2635259,21773832,58869682,0.098451,14967095,32768,524288,1048576,8
2,13524255,8876043,58544256,1943978,18054385,57131060,0.0954,15324936,32768,524288,1048576,8
2,13862442,8760633,63256421,2884107,23538996,61717832,0.103397,15415107,32768,524288,1048576,8
2,13234093,8574237,59124436,2510228,20939456,57614833,0.096466,14673971,32768,524288,1048576,8
2,13898593,8755009,63784876,2992345,24145884,62228971,0.103945,15416250,32768,524288,1048576,8
2,13826280,8783521,64032074,3009651,24293077,62617835,0.10479,15575704,32768,524288,1048576,8
2,21227610,147704,52903676,3777667,45596107,34471205,0.122492,3922933,32768,524288,1048576,8
2,21137819,143481,52983102,3813674,45709915,34570066,0.122976,3923809,32768,524288,1048576,8
2,21074491,145782,53042751,3828288,45761186,34679187,0.12338,3951851,32768,524288,1048576,8
2,21210242,140913,52934685,3787757,45647504,34540179,0.122821,3938905,32768,524288,1048576,8
2,20906235,147411,52800494,3796620,45545723,34539353,0.122939,4011916,32768,524288,1048576,8
2,21162936,147780,53036942,3793586,45677480,34489482,0.12276,3905338,32768,524288,1048576,8
2,21311146,141985,53053605,3786102,45708529,34598104,0.123011,3938772,32768,524288,1048576,8
2,21155357,144344,52950639,3789274,45629939,34548443,0.122905,3950556,32768,524288,1048576,8
2,10684123,528317,61409689,7366535,62173803,46809975,0.144723,9616674,32768,524288,1048576,8
2,11054303,479097,66275718,8230421,67033983,51743911,0.15914,9954433,32768,524288,1048576,8
2,11311952,477124,69335592,8740364,70093539,54838924,0.167865,10209077,32768,524288,1048576,8
2,11141976,477757,67358176,8407951,68121789,52843492,0.162375,10043683,32768,524288,1048576,8
2,11027343,494969,65690505,8107964,66454109,51092757,0.157089,9931599,32768,524288,1048576,8
2,10811556,478574,63055891,7663093,63820861,48449658,0.149862,9705758,32768,524288,1048576,8
2,11130215,477623,67206410,8377990,67968607,52671486,0.161837,10028224,32768,524288,1048576,8
2,10984715,478807,65589581,8120664,66349894,51113740,0.158165,9887511,32768,524288,1048576,8
2,2315991,2547120,11543100,349283,3160660,11454783,0.032668,2576399,32768,524288,1048576,8
2,2281894,2538066,12828583,467746,3721842,12749844,0.037144,2608112,32768,524288,1048576,8
2,2346543,2548821,12163585,457248,3675767,12093237,0.034426,2632617,32768,524288,1048576,8
2,2357178,2534809,11746459,446890,3616128,11680325,0.032859,2631372,32768,524288,1048576,8
2,2415113,2566926,11611671,442156,3609170,11538144,0.032149,2647891,32768,524288,1048576,8
2,2294492,2530024,11633347,369732,3229080,11560373,0.033092,2570210,32768,524288,1048576,8
2,2266819,2539758,11821748,349238,3130065,11747307,0.034028,2559426,32768,524288,1048576,8
2,2352367,2555233,11050361,335897,3071114,10978061,0.030845,2588515,32768,524288,1048576,8
2,10555516,749665,84978521,7572309,88173651,28070989,0.07771,9363866,32768,524288,1048576,8
2,10524871,742706,84973526,7572316,88135454,28065034,0.077781,9331223,32768,524288,1048576,8
2,10517442,744718,84905884,7558837,88035615,28028487,0.0777,9333245,32768,524288,1048576,8
2,10624605,745779,85489687,7615034,88712894,28159832,0.078065,9420334,32768,524288,1048576,8
2,10708674,966577,85544247,7575928,88478937,27985905,0.077567,9441278,32768,524288,1048576,8
2,10544690,743270,85012136,7569338,88180914,28041306,0.077737,9359284,32768,524288,1048576,8
2,10469267,740989,84578394,7530086,87697345,27924679,0.077413,9285618,32768,524288,1048576,8
2,10546780,744131,85068248,7573501,88223597,28054299,0.077771,9363394,32768,524288,1048576,8
2,8381170,772328,46455598,4150630,44385536,28346827,0.044191,7936121,32768,524288,1048576,8
2,8411608,757787,46804745,4225459,44731012,28684016,0.044734,7951575,32768,524288,1048576,8
2,8406466,757972,46792587,4223611,44716219,28676412,0.044715,7944234,32768,524288,1048576,8
2,8392266,759710,46610712,4177843,44528006,28478379,0.044457,7924840,32768,524288,1048576,8
2,8399541,834336,46454361,4122557,44258355,28194135,0.04405,7916363,32768,524288,1048576,8
2,8402575,759478,46549977,4158705,44474782,28364700,0.04433,7946897,32768,524288,1048576,8
2,8406864,761719,46573193,4153599,44489002,28367312,0.044332,7947608,32768,524288,1048576,8
2,8380783,760703,46443529,4136579,44355022,28291851,0.044221,7911988,32768,524288,1048576,8
2,12158447,6083690,85089695,6087179,85096757,85049721,0.212086,17843555,32768,524288,1048576,8
2,12155002,6078074,85071875,6083102,85078380,85040583,0.212169,17836701,32768,524288,1048576,8
2,12147585,6074677,85020338,6079489,85026928,84992716,0.21205,17826643,32768,524288,1048576,8
2,12152656,6076872,85057228,6082147,85064182,85026239,0.212129,17833885,32768,524288,1048576,8
2,12152940,6077204,85058462,6082451,85065533,85030143,0.212143,17834713,32768,524288,1048576,8
2,12154164,6077932,85066602,6082740,85073347,85038425,0.212164,17836049,32768,524288,1048576,8
2,12156015,6079168,85079333,6082876,85085209,85046786,0.212188,17838736,32768,524288,1048576,8
2,12160026,6080800,85107276,6085648,85113698,85081327,0.212272,17844913,32768,524288,1048576,8
2,2798934,2992917,14359777,411882,3774961,14190197,0.018892,3161704,32768,524288,1048576,8
2,2830775,2878814,12261782,385896,3563096,12085377,0.015301,2998159,32768,524288,1048576,8
2,2781967,2999894,14436032,403248,3672712,14290523,0.019201,3134033,32768,524288,1048576,8
2,2801018,2918803,13028489,379116,3532704,12863659,0.016732,3043257,32768,524288,1048576,8
2,2822595,2880236,11996265,363481,3441734,11839070,0.014915,2998989,32768,524288,1048576,8
2,2776076,2952852,13699501,385788,3562584,13557492,0.017965,3086924,32768,524288,1048576,8
2,2818339,2900652,12458939,369992,3483964,12291173,0.015714,3016030,32768,524288,1048576,8
2,2767922,2942405,13344238,380998,3545789,13206550,0.017341,3088466,32768,524288,1048576,8
2,19713499,1854774,136661407,15130663,151934152,76933285,0.241166,14956224,32768,524288,1048576,8
2,19689244,1854458,140109540,15762115,155777880,80609788,0.269965,15441281,32768,524288,1048576,8
2,19391057,2118103,131404420,14163562,145502017,71234524,0.211821,14760185,32768,524288,1048576,8
2,19370561,1841900,131796505,14304358,146341840,71853149,0.221791,14518708,32768,524288,1048576,8
2,18900039,1950044,124970518,13118081,138363827,65016146,0.200147,14212723,32768,524288,1048576,8
2,18954071,1968496,126331011,13343522,139869803,66376497,0.202531,14204663,32768,524288,1048576,8
2,19664398,1847261,135338808,14894711,150408420,75312623,0.23222,14784596,32768,524288,1048576,8
2,19547809,1836862,134321127,14750351,149281222,74726145,0.230571,14729354,32768,524288,1048576,8
2,12137269,6071530,84945787,6074318,84951205,84909724,0.298238,17811054,32768,524288,1048576,8
2,12099596,6049778,84689924,6054804,84694963,84665058,0.297482,17755387,32768,524288,1048576,8
2,12172349,6086483,85196897,6090508,85201955,85173047,0.29927,17862398,32768,524288,1048576,8
2,12165648,6082751,85152613,6087986,85158485,85125778,0.299098,17852210,32768,524288,1048576,8
2,12131461,6065846,84911798,6070706,84917602,84886066,0.29826,17802265,32768,524288,1048576,8
2,12170107,6085440,85182013,6089466,85187246,85154468,0.299205,17858601,32768,524288,1048576,8
2,12132236,6066625,84916381,6070084,84921210,84888846,0.298274,17802978,32768,524288,1048576,8
2,12159036,6079841,85103636,6083832,85108667,85077913,0.298937,17842342,32768,524288,1048576,8
2,50112446,5446784,220221235,2154198,54337440,220074812,1.072015,39905406,32768,524288,1048576,8
2,53168387,5480945,232953381,2169421,56512714,232912259,1.273088,42011881,32768,524288,1048576,8
2,51065126,5899922,224887437,2204604,55579565,224841274,0.888393,40835932,32768,524288,1048576,8
2,51818102,5748236,227783688,2191177,55906826,227741399,0.967232,41248321,32768,524288,1048576,8
2,50592312,5531676,222316564,2144133,54536933,222272570,1.003244,40187608,32768,524288,1048576,8
2,51564347,5653210,226560053,2173103,55528651,226518435,0.989305,40973859,32768,524288,1048576,8
2,51267618,5988707,223545615,1625747,52550878,223505159,0.870613,40970951,32768,524288,1048576,8
2,51485246,5708753,226320905,2179338,55557582,226278556,0.960915,40966066,32768,524288,1048576,8
2,13643826,8654194,63431334,3123978,24717607,61973706,0.157926,15286453,32768,524288,1048576,8
2,13256010,8469299,61180612,2954665,23513018,59790707,0.152361,14873889,32768,524288,1048576,8
2,13507240,8590771,64472237,3398367,26262534,63224918,0.161579,15382556,32768,524288,1048576,8
2,13779277,8792512,61020342,2414650,20775921,59511767,0.152025,15464322,32768,524288,1048576,8
2,13758935,8820644,65289858,3244703,25640536,64096110,0.163693,15920310,32768,524288,1048576,8
2,13291881,8645640,62495715,3069701,24264679,61278413,0.156913,15249547,32768,524288,1048576,8
2,14113910,8779983,66926728,3508247,27198482,65445585,0.167178,15836476,32768,524288,1048576,8
2,13896905,8809404,68633426,3815129,29087557,67589820,0.173039,16259099,32768,524288,1048576,8
